<<<<<<< HEAD
0	0.183662
1	0.360678
2	1.066073
3	0.395345
4	0.413364
5	0.322969
6	1.251198
7	0.684595
8	0.410595
9	0.422718
10	0.657526
11	0.466916
12	0.767563
=======
0	0.183662
1	0.360678
2	1.066073
3	0.395345
4	0.413364
5	0.322969
6	1.251198
7	0.684595
8	0.410595
9	0.422718
10	0.657526
11	0.466916
12	0.767563
>>>>>>> b841c32ef7414b10441c5cd819d1c93e31e2e78b
13	0.222799
