1.855	2.290	-5403.725
0.424	1.233	-5398.904
-1.028	-0.885	-5395.382
-1.574	-0.826	-5394.353
-2.021	0.464	-5393.342
-1.875	0.500	-5395.325
-2.736	1.170	-5392.455
-2.233	1.387	-5395.144
-1.547	1.578	-5402.266
-1.202	2.860	-5402.679
-0.235	3.306	-5402.813
0.120	2.819	-5400.899
-0.039	3.529	-5403.782
-0.576	3.744	-5403.553
-1.024	4.745	-5410.455
-0.188	4.512	-5407.731
0.473	4.667	-5416.117
0.631	2.336	-5408.296
1.317	1.082	-5414.005
2.929	-0.085	-5418.305
2.376	-0.816	-5413.633
1.381	-0.920	-5409.092
2.204	-1.273	-5409.117
3.078	-1.287	-5415.097
4.289	-1.266	-5420.926
3.697	-1.795	-5414.748
2.048	-2.335	-5410.239
0.692	-2.507	-5398.689
-0.608	-3.097	-5394.843
-1.240	-3.054	-5391.649
-0.635	-1.638	-5393.487
-1.603	0.201	-5386.750
-1.434	1.677	-5381.293
-0.451	3.722	-5388.817
-0.596	5.368	-5387.580
0.295	4.937	-5395.656
1.326	6.452	-5404.185
2.118	6.938	-5409.994
1.443	6.895	-5408.300
0.970	6.430	-5401.362
1.111	6.260	-5400.883
1.364	6.851	-5405.278
1.938	6.266	-5402.727
3.064	6.250	-5411.829
3.919	6.808	-5417.345
3.560	7.263	-5425.669
2.488	6.912	-5415.634
1.436	5.116	-5409.531
1.659	3.833	-5401.998
0.808	3.494	-5396.997
0.040	2.435	-5392.968
-0.715	2.654	-5386.013
-2.341	3.485	-5372.600
-2.821	3.561	-5368.447
-3.431	3.193	-5363.848
-2.389	1.667	-5363.851
-1.272	1.784	-5359.259
-0.354	3.416	-5362.506
0.701	2.637	-5369.020
1.204	0.879	-5376.336
2.665	-0.036	-5381.309
3.908	1.929	-5392.842
4.184	3.470	-5395.278
5.414	6.190	-5406.220
6.042	7.987	-5415.168
6.348	7.409	-5420.871
5.858	8.198	-5417.129
5.492	9.259	-5408.610
5.077	9.615	-5404.162
4.325	8.918	-5392.811
4.174	7.807	-5394.091
3.525	7.477	-5389.348
2.884	5.459	-5387.727
2.702	2.651	-5380.944
1.684	1.411	-5373.393
-0.265	-1.285	-5359.188
-1.013	-0.504	-5359.679
-1.823	-0.058	-5351.946
-1.668	0.607	-5348.860
0.532	2.701	-5365.293
1.407	4.097	-5373.462
2.694	4.120	-5378.405
3.523	5.037	-5378.109
4.699	5.702	-5381.952
5.842	6.589	-5386.437
6.424	5.737	-5395.142
7.064	4.134	-5392.336
5.745	2.301	-5394.318
4.747	1.266	-5381.996
3.860	1.000	-5368.555
3.819	-1.440	-5365.498
3.276	-2.087	-5359.407
2.968	-1.195	-5358.986
3.812	-1.038	-5362.726
3.700	-1.036	-5362.684
3.039	0.324	-5356.891
2.073	1.681	-5350.875
2.499	4.123	-5353.991
2.240	4.589	-5352.138
2.114	5.657	-5350.154
0.741	4.082	-5340.945
1.890	3.181	-5343.101
1.987	4.619	-5347.223
0.356	4.273	-5338.766
1.418	4.339	-5340.563
2.718	3.579	-5348.198
3.647	3.398	-5344.936
2.303	3.100	-5338.611
2.525	3.355	-5340.721
1.831	2.578	-5335.805
1.349	2.515	-5337.690
2.746	1.827	-5342.013
3.922	3.017	-5350.421
4.261	4.759	-5352.705
5.241	2.946	-5359.271
5.284	2.314	-5367.337
4.845	2.257	-5360.880
4.434	1.097	-5358.277
4.406	0.574	-5351.500
4.446	1.314	-5358.334
4.909	1.250	-5354.620
5.351	1.534	-5361.161
5.425	1.313	-5360.533
5.430	1.600	-5368.917
4.367	2.834	-5363.581
3.495	3.226	-5357.889
3.271	3.082	-5357.677
2.557	5.164	-5351.031
1.181	7.265	-5350.139
0.213	4.447	-5333.865
0.777	3.798	-5341.448
0.414	3.895	-5336.274
0.292	2.734	-5340.131
0.094	1.351	-5338.763
-0.524	1.732	-5336.916
-0.850	1.631	-5333.303
-1.018	1.229	-5337.504
-1.798	1.128	-5323.037
-2.880	-0.354	-5319.368
