2.197	3.474	-10650.496
2.293	1.383	-10651.832
1.530	-0.063	-10649.966
-0.217	-0.399	-10637.302
0.045	0.682	-10647.284
-0.063	-0.028	-10656.874
0.015	-0.043	-10664.653
0.800	1.439	-10664.724
0.638	2.370	-10669.333
1.524	0.897	-10677.106
3.437	0.894	-10695.929
4.138	0.702	-10696.690
3.625	0.183	-10704.814
2.756	-0.776	-10702.090
2.735	-0.893	-10710.203
3.193	-1.313	-10715.736
1.630	-1.947	-10699.627
0.090	-1.106	-10680.378
0.751	-0.475	-10683.148
1.852	-0.032	-10687.353
3.162	0.188	-10701.676
2.503	-0.018	-10698.024
2.481	-0.209	-10690.516
3.538	0.632	-10705.183
4.407	1.080	-10718.453
5.180	1.128	-10729.820
4.774	0.855	-10725.089
3.718	1.198	-10729.540
2.853	0.721	-10723.097
1.144	1.094	-10709.119
0.157	1.831	-10690.496
1.109	1.710	-10697.856
-0.190	0.342	-10680.621
-0.847	-0.262	-10678.071
-0.811	0.896	-10675.007
-1.312	1.894	-10672.043
-2.407	1.604	-10673.149
-2.688	1.347	-10668.706
-0.996	0.285	-10667.358
-0.168	-0.872	-10666.237
0.151	1.000	-10663.593
-1.270	1.223	-10649.391
-0.278	0.078	-10666.318
1.477	-0.893	-10681.953
2.026	0.436	-10700.746
2.206	1.922	-10704.291
1.423	2.313	-10701.571
1.600	1.146	-10709.848
1.572	-0.256	-10706.617
2.401	-0.692	-10707.565
2.740	-0.895	-10709.952
3.005	-1.232	-10712.853
2.361	-2.083	-10704.574
1.169	-2.341	-10689.667
1.380	-2.998	-10683.318
0.385	-3.524	-10683.619
1.672	-0.816	-10704.695
3.001	0.713	-10705.748
3.590	1.573	-10710.874
3.460	1.320	-10699.250
2.592	-0.474	-10696.659
2.133	0.111	-10701.582
1.709	1.966	-10705.797
0.221	3.322	-10708.485
0.425	3.703	-10718.218
0.400	3.664	-10712.440
1.226	3.316	-10717.803
0.047	2.009	-10699.353
0.288	-1.195	-10697.796
0.919	-0.875	-10718.529
0.048	-1.216	-10708.623
-0.097	-1.931	-10711.429
-1.765	-3.105	-10690.085
-1.813	-3.151	-10694.188
-0.974	-2.467	-10702.328
-1.037	-1.067	-10699.439
-1.412	-0.391	-10688.476
-1.457	-0.168	-10681.076
-1.267	-0.968	-10683.903
-1.238	-1.744	-10687.939
-0.580	-1.033	-10705.447
-0.972	-0.907	-10706.671
-0.893	-1.510	-10707.378
-1.094	-1.387	-10714.384
-1.206	0.765	-10721.544
-1.160	1.815	-10732.775
-1.600	1.699	-10734.205
-1.934	1.883	-10729.820
-3.240	2.689	-10720.494
-3.627	3.394	-10725.340
-3.796	2.549	-10737.534
-3.915	0.387	-10737.714
-3.918	0.637	-10743.417
-4.176	0.696	-10750.175
-4.604	0.451	-10755.974
-4.503	0.029	-10758.742
-4.736	-1.135	-10762.490
-4.546	-2.492	-10767.130
-4.054	-4.034	-10776.843
-3.902	-3.846	-10787.075
-4.114	-3.103	-10789.923
-2.600	-2.143	-10806.136
-0.055	-1.885	-10824.482
-0.551	-0.323	-10816.267
-0.252	1.628	-10823.493
-0.435	2.036	-10827.651
-1.197	1.241	-10825.836
-1.097	1.737	-10822.673
-1.533	3.524	-10808.393
-2.006	4.130	-10795.165
-2.278	3.033	-10789.563
-1.815	3.132	-10787.132
-2.151	2.856	-10772.596
-2.732	2.631	-10756.916
-3.270	1.804	-10750.941
-3.764	1.746	-10753.934
-3.429	2.162	-10757.541
-2.633	4.072	-10772.674
-2.536	2.497	-10775.302
-2.208	0.483	-10769.244
-1.978	0.405	-10760.125
-3.450	-1.268	-10752.043
-5.561	-2.415	-10737.163
-6.235	-1.724	-10722.387
-6.486	-1.137	-10719.038
-7.423	-1.874	-10716.276
-7.388	-2.131	-10714.858
-7.434	-0.801	-10710.103
-4.905	-0.992	-10739.261
-4.141	0.322	-10749.373
-4.005	1.817	-10758.335
-4.157	2.617	-10756.284
-4.823	1.504	-10746.288
-3.766	1.422	-10751.575
-3.187	1.232	-10754.965
-2.968	-0.152	-10757.124
-2.280	-1.776	-10770.409
-3.193	-1.749	-10772.846
-3.931	-1.577	-10772.627
-4.046	-2.712	-10769.269
-3.423	-1.983	-10776.630
-2.777	-0.553	-10767.778
-3.324	0.781	-10750.206
-1.972	1.263	-10751.817
-2.056	1.824	-10748.928
-2.390	2.464	-10743.438
-2.469	3.407	-10735.855
-1.332	2.313	-10738.676
0.393	1.328	-10751.217
1.158	0.420	-10761.016
-0.236	0.826	-10750.837
-0.923	1.449	-10743.676
-1.016	0.501	-10740.967
-0.506	-0.142	-10752.245
0.256	-0.651	-10751.582
0.341	-0.450	-10747.097
0.331	-1.469	-10743.567
0.969	-2.287	-10750.055
2.669	-1.068	-10767.891
3.638	0.566	-10772.952
3.504	2.238	-10769.991
2.754	2.778	-10759.768
1.316	1.980	-10751.976
0.373	1.448	-10748.509
0.240	1.090	-10740.950
1.150	0.577	-10750.416
1.894	0.701	-10762.914
-0.046	0.361	-10738.566
-0.588	-0.301	-10732.820
-0.890	-0.443	-10719.881
-0.596	-1.357	-10711.694
0.030	-1.837	-10713.088
1.768	-2.686	-10727.843
2.567	-2.005	-10744.800
2.833	-1.753	-10746.979
2.557	-0.049	-10746.778
1.490	-0.181	-10735.591
-0.030	-0.033	-10713.267
-0.833	-0.083	-10696.857
-1.800	-0.623	-10670.271
-2.061	-0.727	-10665.384
-1.623	0.294	-10679.430
-2.464	1.259	-10688.847
-3.190	2.305	-10697.501
-2.111	3.172	-10712.899
-1.281	4.077	-10732.611
-2.985	3.879	-10723.498
-3.236	3.720	-10720.048
-3.675	3.304	-10725.664
-3.982	2.405	-10731.041
-2.563	2.676	-10745.201
0.131	1.454	-10758.600
-0.152	0.567	-10741.707
0.619	0.316	-10750.875
1.738	-0.529	-10758.741
1.916	-0.589	-10759.479
2.604	-0.293	-10760.693
2.880	-0.251	-10757.846
2.934	0.706	-10751.632
2.585	1.217	-10745.055
2.109	1.122	-10733.615
