1	 7.538824	 13.883813	 0.760000
1	 7.549802	 13.857081	 0.780000
1	 7.523860	 13.803311	 0.800000
1	 7.566483	 13.838331	 0.820000
1	 7.468388	 13.966651	 0.840000
1	 7.329752	 13.926747	 0.860000
2	 7.042684	 14.152299	 0.980000
2	 7.063168	 14.063387	 1.000000
3	 6.649463	 14.262218	 1.440000
3	 6.605434	 14.291310	 1.460000
3	 6.621974	 14.172608	 1.480000
3	 6.631237	 14.042731	 1.500000
3	 6.670550	 13.903139	 1.520000
3	 6.642029	 13.874761	 1.540000
3	 6.732549	 13.687960	 1.560000
3	 6.756329	 13.797892	 1.580000
3	 6.655390	 13.727872	 1.600000
3	 6.711484	 13.737876	 1.620000
3	 6.664499	 13.683030	 1.640000
3	 6.730139	 13.704840	 1.660000
3	 6.721273	 13.912124	 1.680000
3	 6.662275	 13.767981	 1.700000
3	 6.655440	 13.596373	 1.720000
3	 6.658870	 13.631575	 1.740000
3	 6.688798	 13.611942	 1.760000
3	 6.762686	 13.431634	 1.780000
3	 6.692499	 13.455326	 1.800000
3	 6.728909	 13.624457	 1.820000
4	 7.073476	 13.401878	 1.860000
4	 7.065391	 13.429302	 1.880000
4	 7.031310	 13.433817	 1.900000
4	 7.044434	 13.444494	 1.920000
4	 6.908171	 13.521010	 1.940000
4	 6.830598	 13.565085	 1.960000
4	 6.865989	 13.609990	 1.980000
4	 6.907433	 13.660066	 2.000000
4	 6.920724	 13.606166	 2.020000
4	 7.033016	 13.545228	 2.040000
6	 7.734460	 13.497362	 10.840000
6	 7.545878	 13.614418	 10.860000
8	 6.795484	 13.703577	 11.060000
8	 6.751751	 13.756655	 11.080000
8	 6.801974	 13.661698	 11.100000
8	 6.765505	 13.711557	 11.120000
8	 6.657306	 13.686104	 11.140000
8	 6.707265	 14.012372	 11.160000
8	 6.682374	 13.969910	 11.180000
8	 6.733300	 13.972027	 11.200000
8	 6.745855	 14.026442	 11.220000
8	 6.809414	 14.041510	 11.240000
9	 8.053978	 14.088493	 11.680000
9	 8.056882	 14.114644	 11.700000
10	 7.682388	 13.720872	 12.680000
10	 7.693855	 13.743867	 12.700000
10	 7.768897	 13.739348	 12.720000
10	 7.720761	 13.721105	 12.740000
10	 7.676011	 13.753006	 12.760000
11	 8.153292	 13.898675	 12.900000
11	 8.138945	 13.895834	 12.920000
14	 7.126241	 14.444912	 13.460000
14	 7.102486	 14.529638	 13.480000
14	 7.075528	 14.516761	 13.500000
14	 7.071359	 14.521697	 13.520000
14	 7.073156	 14.491737	 13.540000
14	 7.106375	 14.510569	 13.560000
14	 7.118808	 14.526021	 13.580000
14	 7.119625	 14.496149	 13.600000
14	 7.113139	 14.507288	 13.620000
14	 7.090138	 14.506324	 13.640000
14	 7.049386	 14.538859	 13.660000
14	 7.063830	 14.511636	 13.680000
14	 7.080890	 14.528863	 13.700000
14	 7.104550	 14.604504	 13.720000
14	 7.130036	 14.487128	 13.740000
14	 7.085501	 14.512855	 13.760000
14	 7.049510	 14.459065	 13.780000
14	 7.045691	 14.513684	 13.800000
14	 7.048751	 14.459391	 13.820000
14	 7.086262	 14.497811	 13.840000
14	 7.082120	 14.497672	 13.860000
14	 7.097380	 14.493450	 13.880000
14	 7.067236	 14.502630	 13.900000
14	 7.088373	 14.504979	 13.920000
15	 7.040260	 14.542863	 15.520000
15	 7.027216	 14.565477	 15.540000
15	 7.035420	 14.565499	 15.560000
15	 7.029287	 14.537600	 15.580000
15	 7.042619	 14.537642	 15.600000
15	 7.008075	 14.531100	 15.620000
15	 7.039152	 14.548971	 15.640000
15	 7.109667	 14.545696	 15.660000
15	 7.069838	 14.553080	 15.680000
15	 7.049993	 14.522990	 15.700000
16	 7.080425	 14.605809	 15.780000
16	 7.053425	 14.561856	 15.800000
16	 7.111320	 14.564049	 15.820000
16	 7.057259	 14.543504	 15.840000
16	 7.025373	 14.553508	 15.860000
16	 7.061522	 14.559898	 15.880000
16	 7.079389	 14.545917	 15.900000
16	 7.038811	 14.567698	 15.920000
17	 7.030526	 14.640606	 15.980000
17	 6.996825	 14.524837	 16.000000
17	 7.087300	 14.504224	 16.020000
18	 7.101412	 14.569881	 16.080000
18	 7.078897	 14.542900	 16.100000
18	 7.097200	 14.515678	 16.120000
18	 7.006721	 14.566341	 16.140000
19	 6.912398	 13.149938	 16.400000
19	 6.927967	 13.132241	 16.420000
19	 6.899443	 13.166494	 16.440000
19	 6.950418	 13.188095	 16.460000
19	 6.919076	 13.167679	 16.480000
19	 6.946544	 13.152182	 16.500000
20	 7.072200	 14.526409	 16.460000
20	 7.096219	 14.581150	 16.480000
20	 7.043135	 14.532666	 16.500000
20	 7.020273	 14.558222	 16.520000
20	 7.062167	 14.547998	 16.540000
20	 7.034836	 14.569130	 16.560000
20	 7.051753	 14.518351	 16.580000
20	 7.094689	 14.572542	 16.600000
21	 6.783666	 13.159691	 16.540000
21	 6.757828	 13.244320	 16.560000
22	 6.925849	 13.113534	 16.640000
22	 6.898625	 13.117511	 16.660000
22	 6.917614	 13.158267	 16.680000
22	 6.917169	 13.159440	 16.700000
22	 6.932349	 13.127933	 16.720000
22	 6.948364	 13.203424	 16.740000
22	 6.944399	 13.163890	 16.760000
22	 6.892715	 13.155010	 16.780000
22	 6.876119	 13.134685	 16.800000
23	 7.072079	 14.514102	 16.680000
